scenario,time,capacity,workload,pressure,slack,learning,coordination_burden,burnout,attrition,trust,delivery,backlog
burnout_sensitive,94,0.0,43281.190404,43281.190404,0.0,0.0,0.0,66322.833448,0.0,0.0,0.65,474625.444439
burnout_sensitive,95,0.65,47609.794444,47609.794444,0.0,0.0,3713.485967,72988.06467,2372.112102,0.0,0.0,522235.238883
burnout_sensitive,96,0.0,52371.323888,52371.323888,0.0,0.0,0.0,80319.910014,0.0,0.0,0.65,574605.912772
burnout_sensitive,97,0.65,57608.941277,57608.941277,0.0,0.0,4493.41942,88385.021793,2872.513208,0.0,0.0,632214.854049
burnout_sensitive,98,0.0,63370.385405,63370.385405,0.0,0.0,0.0,97256.73575,0.0,0.0,0.65,695584.589454
burnout_sensitive,99,0.65,69707.908945,69707.908945,0.0,0.0,5437.138898,107015.703002,3478.010348,0.0,0.0,765292.498399
resilient_learning_system,0,105.0,92.0,0.87619,0.12381,0.702,0.0,0.091952,0.241375,0.726978,92.0,0.0
resilient_learning_system,1,106.310625,92.38,0.868963,0.131037,0.759544,0.0,0.083435,0.221751,0.73155,92.38,0.0
resilient_learning_system,2,107.698419,92.76,0.861294,0.138706,0.819615,0.0,0.074419,0.20037,0.740647,92.76,0.0
resilient_learning_system,3,109.167663,93.14,0.853183,0.146817,0.890313,0.0,0.064876,0.177059,0.748896,93.14,0.0
resilient_learning_system,4,110.730917,93.52,0.84457,0.15543,0.966689,0.0,0.054773,0.151627,0.75045,93.52,0.0
resilient_learning_system,5,112.39598,93.9,0.835439,0.164561,1.041023,0.0,0.044077,0.123851,0.753736,93.9,0.0
resilient_learning_system,6,114.163151,94.28,0.825836,0.174164,1.123999,0.0,0.032756,0.093488,0.765243,94.28,0.0
resilient_learning_system,7,116.043663,94.66,0.815727,0.184273,1.227277,0.0,0.020778,0.060279,0.77146,94.66,0.0
resilient_learning_system,8,118.06066,95.04,0.80501,0.19499,1.331963,0.0,0.008104,0.023919,0.780308,95.04,0.0
resilient_learning_system,9,120.218705,95.42,0.79372,0.20628,1.451298,0.0,0.0,0.0,0.791556,95.42,0.0
resilient_learning_system,10,122.520003,95.8,0.781913,0.218087,1.586277,0.0,0.0,0.0,0.792311,95.8,0.0
resilient_learning_system,11,124.95628,96.18,0.769709,0.230291,1.709981,0.0,0.0,0.0,0.793048,96.18,0.0
resilient_learning_system,12,127.516262,96.56,0.757237,0.242763,1.841235,0.0,0.0,0.0,0.802578,96.56,0.0
resilient_learning_system,13,130.207496,96.94,0.744504,0.255496,2.002483,0.0,0.0,0.0,0.802853,96.94,0.0
resilient_learning_system,14,133.05998,97.32,0.731399,0.268601,2.152047,0.0,0.0,0.0,0.804236,97.32,0.0
resilient_learning_system,15,136.062027,97.7,0.718055,0.281945,2.313908,0.0,0.0,0.0,0.80819,97.7,0.0
resilient_learning_system,16,139.225934,98.08,0.704466,0.295534,2.494031,0.0,0.0,0.0,0.814713,98.08,0.0
resilient_learning_system,17,142.569965,98.46,0.690608,0.309392,2.695274,0.0,0.0,0.0,0.824245,98.46,0.0
resilient_learning_system,18,146.115239,98.84,0.676452,0.323548,2.922477,0.0,0.0,0.0,0.82706,98.84,0.0
resilient_learning_system,19,149.887716,99.22,0.661962,0.338038,3.142894,0.0,0.0,0.0,0.836749,99.22,0.0
resilient_learning_system,20,153.88061,99.6,0.647255,0.352745,3.406445,0.0,0.0,0.0,0.845066,99.6,0.0
resilient_learning_system,21,158.137055,99.98,0.632236,0.367764,3.68599,0.0,0.0,0.0,0.849243,99.98,0.0
resilient_learning_system,22,162.673045,100.36,0.616943,0.383057,3.968919,0.0,0.0,0.0,0.847958,100.36,0.0
resilient_learning_system,23,167.491964,100.74,0.601462,0.398538,4.245215,0.0,0.0,0.0,0.863917,100.74,0.0
resilient_learning_system,24,172.587179,101.12,0.585907,0.414093,4.630631,0.0,0.0,0.0,0.867674,101.12,0.0
resilient_learning_system,25,178.06781,101.5,0.570008,0.429992,4.98269,0.0,0.0,0.0,0.872087,101.5,0.0
resilient_learning_system,26,183.900499,101.88,0.553995,0.446005,5.364679,0.0,0.0,0.0,0.877725,101.88,0.0
resilient_learning_system,27,190.115178,102.26,0.537884,0.462116,5.783452,0.0,0.0,0.0,0.877741,102.26,0.0
resilient_learning_system,28,196.74863,102.64,0.521681,0.478319,6.195225,0.0,0.0,0.0,0.890592,102.64,0.0
resilient_learning_system,29,203.793855,103.02,0.505511,0.494489,6.731126,0.0,0.0,0.0,0.909725,103.02,0.0
resilient_learning_system,30,211.374981,103.4,0.489178,0.510822,7.367068,0.0,0.0,0.0,0.924479,103.4,0.0
resilient_learning_system,31,219.592049,103.78,0.472604,0.527396,8.029936,0.0,0.0,0.0,0.937618,103.78,0.0
resilient_learning_system,32,228.471984,104.16,0.455898,0.544102,8.741786,0.0,0.0,0.0,0.945979,104.16,0.0
resilient_learning_system,33,238.06377,104.54,0.439126,0.560874,9.473297,0.0,0.0,0.0,0.95584,104.54,0.0
resilient_learning_system,34,248.387067,104.92,0.422405,0.577595,10.284867,0.0,0.0,0.0,0.965013,104.92,0.0
resilient_learning_system,35,259.521934,105.3,0.405746,0.594254,11.161965,0.0,0.0,0.0,0.978364,105.3,0.0
resilient_learning_system,36,271.533899,105.68,0.389196,0.610804,12.169906,0.0,0.0,0.0,0.991627,105.68,0.0
resilient_learning_system,37,284.553805,106.06,0.372724,0.627276,13.274945,0.0,0.0,0.0,1.0,106.06,0.0
resilient_learning_system,38,298.678749,106.44,0.35637,0.64363,14.417906,0.0,0.0,0.0,1.0,106.44,0.0
resilient_learning_system,39,313.946656,106.82,0.340249,0.659751,15.534499,0.0,0.0,0.0,1.0,106.82,0.0
resilient_learning_system,40,330.331155,107.2,0.324523,0.675477,16.734837,0.0,0.0,0.0,1.0,107.2,0.0
resilient_learning_system,41,347.915991,107.58,0.309213,0.690787,18.025199,0.0,0.0,0.0,1.0,107.58,0.0
resilient_learning_system,42,366.791191,107.96,0.294336,0.705664,19.412339,0.0,0.0,0.0,1.0,107.96,0.0
resilient_learning_system,43,387.05353,108.34,0.27991,0.72009,20.903515,0.0,0.0,0.0,1.0,108.34,0.0
resilient_learning_system,44,408.807045,108.72,0.265945,0.734055,22.506528,0.0,0.0,0.0,1.0,108.72,0.0
resilient_learning_system,45,432.163573,109.1,0.252451,0.747549,24.229768,0.0,0.0,0.0,1.0,109.1,0.0
resilient_learning_system,46,457.243341,109.48,0.239435,0.760565,26.082251,0.0,0.0,0.0,1.0,109.48,0.0
resilient_learning_system,47,484.175592,109.86,0.226901,0.773099,28.073669,0.0,0.0,0.0,1.0,109.86,0.0
resilient_learning_system,48,513.099261,110.24,0.214851,0.785149,30.214445,0.0,0.0,0.0,1.0,110.24,0.0
resilient_learning_system,49,544.163706,110.62,0.203284,0.796716,32.515778,0.0,0.0,0.0,1.0,110.62,0.0
resilient_learning_system,50,577.529484,111.0,0.192198,0.807802,34.989711,0.0,0.0,0.0,1.0,111.0,0.0
resilient_learning_system,51,613.369195,111.38,0.181587,0.818413,37.64919,0.0,0.0,0.0,1.0,111.38,0.0
resilient_learning_system,52,651.868385,111.76,0.171446,0.828554,40.508129,0.0,0.0,0.0,1.0,111.76,0.0
resilient_learning_system,53,693.226513,112.14,0.161765,0.838235,43.581489,0.0,0.0,0.0,1.0,112.14,0.0
resilient_learning_system,54,737.658002,112.52,0.152537,0.847463,46.88535,0.0,0.0,0.0,1.0,112.52,0.0
resilient_learning_system,55,785.393352,112.9,0.14375,0.85625,50.437001,0.0,0.0,0.0,1.0,112.9,0.0
resilient_learning_system,56,836.680354,113.28,0.135392,0.864608,54.255027,0.0,0.0,0.0,1.0,113.28,0.0
resilient_learning_system,57,891.78538,113.66,0.127452,0.872548,58.359404,0.0,0.0,0.0,1.0,113.66,0.0
resilient_learning_system,58,950.994784,114.04,0.119917,0.880083,62.771609,0.0,0.0,0.0,1.0,114.04,0.0
resilient_learning_system,59,1014.616392,114.42,0.112772,0.887228,67.514729,0.0,0.0,0.0,1.0,114.42,0.0
resilient_learning_system,60,1082.981122,114.8,0.106004,0.893996,72.613584,0.0,0.0,0.0,1.0,114.8,0.0
resilient_learning_system,61,1156.444706,115.18,0.099598,0.900402,78.094853,0.0,0.0,0.0,1.0,115.18,0.0
resilient_learning_system,62,1235.389559,115.56,0.093541,0.906459,83.987217,0.0,0.0,0.0,1.0,115.56,0.0
resilient_learning_system,63,1320.226776,115.94,0.087818,0.912182,90.321508,0.0,0.0,0.0,1.0,115.94,0.0
resilient_learning_system,64,1411.398284,116.32,0.082415,0.917585,97.130871,0.0,0.0,0.0,1.0,116.32,0.0
resilient_learning_system,65,1509.379155,116.7,0.077317,0.922683,104.450937,0.0,0.0,0.0,1.0,116.7,0.0
resilient_learning_system,66,1614.680092,117.08,0.07251,0.92749,112.320007,0.0,0.0,0.0,1.0,117.08,0.0
resilient_learning_system,67,1727.850099,117.46,0.06798,0.93202,120.779257,0.0,0.0,0.0,1.0,117.46,0.0
resilient_learning_system,68,1849.479356,117.84,0.063715,0.936285,129.872952,0.0,0.0,0.0,1.0,117.84,0.0
resilient_learning_system,69,1980.202308,118.22,0.059701,0.940299,139.648673,0.0,0.0,0.0,1.0,118.22,0.0
resilient_learning_system,70,2120.700981,118.6,0.055925,0.944075,150.157574,0.0,0.0,0.0,1.0,118.6,0.0
resilient_learning_system,71,2271.708554,118.98,0.052375,0.947625,161.454642,0.0,0.0,0.0,1.0,118.98,0.0
resilient_learning_system,72,2434.013196,119.36,0.049038,0.950962,173.59899,0.0,0.0,0.0,1.0,119.36,0.0
resilient_learning_system,73,2608.462186,119.74,0.045904,0.954096,186.654164,0.0,0.0,0.0,1.0,119.74,0.0
resilient_learning_system,74,2795.96635,120.12,0.042962,0.957038,200.688476,0.0,0.0,0.0,1.0,120.12,0.0
resilient_learning_system,75,2997.504826,120.5,0.0402,0.9598,215.775362,0.0,0.0,0.0,1.0,120.5,0.0
resilient_learning_system,76,3214.130188,120.88,0.037609,0.962391,231.993764,0.0,0.0,0.0,1.0,120.88,0.0
resilient_learning_system,77,3446.973952,121.26,0.035179,0.964821,249.428546,0.0,0.0,0.0,1.0,121.26,0.0
resilient_learning_system,78,3697.252498,121.64,0.0329,0.9671,268.170937,0.0,0.0,0.0,1.0,121.64,0.0
resilient_learning_system,79,3966.273436,122.02,0.030764,0.969236,288.319008,0.0,0.0,0.0,1.0,122.02,0.0
resilient_learning_system,80,4255.442443,122.4,0.028763,0.971237,309.978183,0.0,0.0,0.0,1.0,122.4,0.0
resilient_learning_system,81,4566.270627,122.78,0.026888,0.973112,333.261797,0.0,0.0,0.0,1.0,122.78,0.0
resilient_learning_system,82,4900.382424,123.16,0.025133,0.974867,358.291682,0.0,0.0,0.0,1.0,123.16,0.0
resilient_learning_system,83,5259.524105,123.54,0.023489,0.976511,385.198808,0.0,0.0,0.0,1.0,123.54,0.0
resilient_learning_system,84,5645.572913,123.92,0.02195,0.97805,414.123969,0.0,0.0,0.0,1.0,123.92,0.0
resilient_learning_system,85,6060.546882,124.3,0.02051,0.97949,445.218516,0.0,0.0,0.0,1.0,124.3,0.0
resilient_learning_system,86,6506.615398,124.68,0.019162,0.980838,478.645155,0.0,0.0,0.0,1.0,124.68,0.0
resilient_learning_system,87,6986.110553,125.06,0.017901,0.982099,514.578791,0.0,0.0,0.0,1.0,125.06,0.0
resilient_learning_system,88,7501.539344,125.44,0.016722,0.983278,553.207451,0.0,0.0,0.0,1.0,125.44,0.0
resilient_learning_system,89,8055.596795,125.82,0.015619,0.984381,594.73326,0.0,0.0,0.0,1.0,125.82,0.0
resilient_learning_system,90,8651.180055,126.2,0.014588,0.985412,639.373504,0.0,0.0,0.0,1.0,126.2,0.0
resilient_learning_system,91,9291.403559,126.58,0.013623,0.986377,687.361767,0.0,0.0,0.0,1.0,126.58,0.0
resilient_learning_system,92,9979.615326,126.96,0.012722,0.987278,738.949149,0.0,0.0,0.0,1.0,126.96,0.0
resilient_learning_system,93,10719.414475,127.34,0.011879,0.988121,794.405586,0.0,0.0,0.0,1.0,127.34,0.0
resilient_learning_system,94,11514.670061,127.72,0.011092,0.988908,854.021255,0.0,0.0,0.0,1.0,127.72,0.0
resilient_learning_system,95,12369.541315,128.1,0.010356,0.989644,918.108099,0.0,0.0,0.0,1.0,128.1,0.0
resilient_learning_system,96,13288.499414,128.48,0.009669,0.990331,987.001456,0.0,0.0,0.0,1.0,128.48,0.0
resilient_learning_system,97,14276.35087,128.86,0.009026,0.990974,1061.061815,0.0,0.0,0.0,1.0,128.86,0.0
resilient_learning_system,98,15338.262685,129.24,0.008426,0.991574,1140.676701,0.0,0.0,0.0,1.0,129.24,0.0
resilient_learning_system,99,16479.789387,129.62,0.007865,0.992135,1226.262704,0.0,0.0,0.0,1.0,129.62,0.0
