scenario,x,y,population,hazard,vulnerability,risk_score,accessibility,service_gap_score
resilient_service_system,1,19,197.297883,0.061046,0.340860,4.105377,23.509761,8.049768
resilient_service_system,1,20,211.539025,0.059048,0.334102,4.173273,21.869927,9.249659
resilient_service_system,1,21,204.623304,0.057617,0.306328,3.611554,20.141907,9.678564
resilient_service_system,1,22,178.438300,0.056592,0.278647,2.813820,18.420694,9.188050
resilient_service_system,1,23,152.528124,0.055857,0.271948,2.316939,16.776747,8.580205
resilient_service_system,1,24,146.225585,0.055331,0.287789,2.328433,15.252305,8.997221
resilient_service_system,1,25,160.958317,0.054954,0.307042,2.715854,13.866170,10.827154
resilient_service_system,2,1,191.597480,0.299279,0.295173,16.925497,25.755993,7.160918
resilient_service_system,2,2,155.257806,0.396314,0.276476,17.011766,29.575101,5.077916
resilient_service_system,2,3,172.807337,0.531738,0.276751,25.430090,33.618146,4.991814
resilient_service_system,2,4,210.376670,0.720736,0.300944,45.630921,37.480488,5.467100
resilient_service_system,2,5,178.031399,0.924494,0.332093,54.658908,40.578934,4.281769
resilient_service_system,2,6,184.217609,0.677737,0.346836,43.302838,42.350339,4.249508
resilient_service_system,2,7,228.245697,0.500927,0.336779,38.505439,42.560128,5.239785
resilient_service_system,2,8,201.786604,0.374237,0.316088,23.869686,41.460651,4.752320
resilient_service_system,2,9,195.151401,0.283460,0.308318,17.055409,39.631122,4.803003
resilient_service_system,2,10,240.903885,0.218415,0.324607,17.079859,37.666092,6.230366
resilient_service_system,2,11,221.010897,0.171809,0.353281,13.414619,35.970966,5.977958
resilient_service_system,2,12,200.563692,0.138414,0.370449,10.283948,34.724483,5.614180
resilient_service_system,2,13,242.938055,0.114485,0.361861,10.064339,33.923178,6.956356
resilient_service_system,2,14,229.975795,0.097339,0.335930,7.520019,33.432508,6.679031
resilient_service_system,2,15,196.531389,0.085054,0.315978,5.281825,33.027828,5.775608
resilient_service_system,2,16,231.865921,0.076251,0.318818,5.636712,32.444651,6.932825
resilient_service_system,2,17,227.153149,0.069944,0.339364,5.391796,31.455214,6.998972
resilient_service_system,2,18,184.189715,0.065424,0.355426,4.283042,29.951415,5.950930
resilient_service_system,2,19,210.889728,0.062186,0.348242,4.566958,27.981242,7.276766
resilient_service_system,2,20,216.259761,0.059865,0.319884,4.141373,25.709267,8.096806
resilient_service_system,2,21,168.718888,0.058203,0.291507,2.862565,23.334071,6.933443
resilient_service_system,2,22,186.085262,0.057011,0.284037,3.013344,21.020182,8.450668
resilient_service_system,2,23,202.337433,0.056158,0.299068,3.398253,18.871329,10.182381
resilient_service_system,2,24,154.971502,0.055546,0.317498,2.733044,16.935600,8.640442
resilient_service_system,2,25,162.305673,0.055108,0.317184,2.836997,15.222834,10.004767
resilient_service_system,3,1,177.211634,0.265113,0.275965,12.965143,30.276770,5.665919
resilient_service_system,3,2,172.807337,0.348632,0.276751,16.673171,35.891140,4.684250
resilient_service_system,3,3,196.610462,0.465192,0.301601,27.584901,42.247601,4.546159
resilient_service_system,3,4,179.746627,0.627865,0.333573,37.645964,48.702176,3.616474
resilient_service_system,3,5,216.506977,0.854894,0.349322,64.656113,54.029698,3.934366
resilient_service_system,3,6,188.653218,0.778678,0.340462,50.013908,56.816251,3.262979
resilient_service_system,3,7,235.418471,0.573255,0.321155,43.341402,56.411947,4.100514
resilient_service_system,3,8,198.592720,0.426062,0.314936,26.647667,53.502769,3.643718
resilient_service_system,3,9,251.248133,0.320594,0.332899,26.814589,49.539120,4.971359
resilient_service_system,3,10,207.819745,0.245023,0.363302,18.499580,45.781727,4.442327
resilient_service_system,3,11,261.480801,0.190874,0.382168,19.073966,42.903311,5.955833
resilient_service_system,3,12,214.180314,0.152075,0.375144,12.218962,41.090556,5.088560
resilient_service_system,3,13,263.920403,0.124273,0.350550,11.497441,40.241632,6.399369
resilient_service_system,3,14,216.061746,0.104353,0.331629,7.477140,40.074361,5.260258
resilient_service_system,3,15,257.755593,0.090080,0.335145,7.781569,40.157367,6.262684
resilient_service_system,3,16,213.314169,0.079852,0.356004,6.064034,39.955390,5.208452
resilient_service_system,3,17,244.094464,0.072524,0.372036,6.586034,38.976226,6.105991
resilient_service_system,3,18,207.262453,0.067273,0.364526,5.082639,36.988864,5.455874
resilient_service_system,3,19,225.406199,0.063510,0.335605,4.804400,34.131569,6.416058
resilient_service_system,3,20,199.807633,0.060815,0.306487,3.724185,30.791294,6.284980
resilient_service_system,3,21,204.433673,0.058883,0.298158,3.589123,27.376407,7.204354
resilient_service_system,3,22,192.497171,0.057499,0.312261,3.456212,24.170372,7.647768
resilient_service_system,3,23,183.437879,0.056507,0.329734,3.417860,21.310482,8.222049
resilient_service_system,3,24,186.138309,0.055796,0.328464,3.411367,18.830235,9.386591
resilient_service_system,3,25,163.989093,0.055287,0.303713,2.753608,16.707785,9.260847
resilient_service_system,4,1,159.739521,0.235707,0.275604,10.376947,35.659923,4.357334
resilient_service_system,4,2,210.376670,0.307592,0.300944,19.474142,44.048437,4.670010
resilient_service_system,4,3,179.746627,0.407917,0.333573,24.458135,54.492532,3.239114
resilient_service_system,4,4,193.955194,0.547930,0.350175,37.214479,66.229404,2.884976
resilient_service_system,4,5,232.336312,0.743336,0.342392,59.132373,76.680747,2.990912
resilient_service_system,4,6,195.440795,0.895956,0.324406,56.805526,81.835518,2.359384
resilient_service_system,4,7,233.403385,0.657288,0.319758,49.055178,79.536228,2.898117
resilient_service_system,4,8,248.655982,0.486275,0.339527,41.054008,72.002101,3.406148
resilient_service_system,4,9,217.646422,0.363738,0.371926,29.443993,63.311048,3.384277
resilient_service_system,4,10,267.567708,0.275937,0.392892,29.007990,56.117543,4.684510
resilient_service_system,4,11,254.401084,0.213025,0.387958,21.024939,51.269555,4.867099
resilient_service_system,4,12,237.930801,0.167946,0.365304,14.597398,48.700369,4.787305
resilient_service_system,4,13,282.892213,0.135646,0.348033,13.355171,48.041862,5.768382
resilient_service_system,4,14,244.098393,0.112502,0.352800,9.688452,48.780554,4.903489
resilient_service_system,4,15,246.338270,0.095919,0.374447,8.847594,50.159964,4.815059
resilient_service_system,4,16,271.940530,0.084036,0.390795,8.930763,51.092370,5.220352
resilient_service_system,4,17,219.992702,0.075522,0.383171,6.366084,50.420651,4.278295
resilient_service_system,4,18,241.215899,0.069421,0.353776,5.924134,47.584315,4.964892
resilient_service_system,4,19,240.783431,0.065050,0.323910,5.073362,43.014952,5.470492
resilient_service_system,4,20,193.233038,0.061917,0.314644,3.764550,37.711551,4.991612
resilient_service_system,4,21,227.842439,0.059673,0.327691,4.455306,32.545156,6.792111
resilient_service_system,4,22,202.037735,0.058065,0.344051,4.036172,27.971359,6.973706
resilient_service_system,4,23,173.674298,0.056913,0.341657,3.377025,24.112930,6.915732
resilient_service_system,4,24,210.232408,0.056087,0.315802,3.723722,20.923695,9.589278
resilient_service_system,4,25,166.000442,0.055495,0.283577,2.612381,18.300060,8.601033
resilient_service_system,5,1,159.733806,0.210397,0.299022,10.049377,41.710736,3.739898
resilient_service_system,5,2,178.031399,0.272269,0.332093,16.097364,54.174884,3.226675
resilient_service_system,5,3,216.506977,0.358619,0.349322,27.122560,71.778845,2.974861
resilient_service_system,5,4,232.336312,0.479130,0.342392,38.114805,94.951350,2.421397
resilient_service_system,5,5,216.012901,0.647317,0.325527,45.518082,119.105590,1.798525
resilient_service_system,5,6,204.809206,0.882040,0.322308,58.224899,131.318658,1.547848
resilient_service_system,5,7,229.120951,0.754921,0.343836,59.472623,122.514548,1.855012
resilient_service_system,5,8,268.544923,0.556232,0.378322,56.511127,101.863968,2.610680
resilient_service_system,5,9,280.603946,0.413865,0.401663,46.645952,82.397631,3.364651
resilient_service_system,5,10,260.971306,0.311854,0.399292,32.496413,68.839084,3.736752
resilient_service_system,5,11,248.948430,0.238761,0.379234,22.541322,60.943396,4.018966
resilient_service_system,5,12,270.421129,0.186387,0.364395,18.366575,57.501930,4.622431
resilient_service_system,5,13,300.123996,0.148859,0.371224,16.584888,57.569757,5.124214
resilient_service_system,5,14,297.388662,0.121970,0.394399,14.305809,60.424293,4.841548
resilient_service_system,5,15,264.247769,0.102702,0.411657,11.171904,64.993865,4.004126
resilient_service_system,5,16,242.683461,0.088897,0.404324,8.722801,69.098846,3.462018
resilient_service_system,5,17,254.929468,0.079005,0.374678,7.546236,69.650252,3.608331
resilient_service_system,5,18,272.267011,0.071917,0.344129,6.738231,64.969728,4.127151
resilient_service_system,5,19,256.907061,0.066838,0.333873,5.732961,56.576533,4.462010
resilient_service_system,5,20,216.850856,0.063199,0.345734,4.738180,47.346622,4.485336
resilient_service_system,5,21,195.058313,0.060591,0.360805,4.264285,39.129194,4.860758
resilient_service_system,5,22,208.406614,0.058723,0.357087,4.370104,32.465507,6.227505
resilient_service_system,5,23,223.885664,0.057384,0.329924,4.238679,27.241453,7.927555
resilient_service_system,5,24,206.147207,0.056425,0.296436,3.448091,23.164622,8.530951
resilient_service_system,5,25,168.305902,0.055737,0.279890,2.625627,19.954819,8.031847
resilient_service_system,6,1,181.730006,0.188612,0.329251,11.285529,47.767807,3.726434
resilient_service_system,6,2,184.217609,0.241866,0.346836,15.453611,65.484963,2.770816
resilient_service_system,6,3,188.653218,0.316188,0.340462,20.308501,94.506417,1.975294
resilient_service_system,6,4,195.440795,0.419913,0.324406,26.623354,142.291515,1.363938
resilient_service_system,6,5,204.809206,0.564672,0.322308,37.274941,208.877357,0.975852
resilient_service_system,6,6,216.763896,0.766701,0.345333,57.391912,249.737861,0.864504
resilient_service_system,6,7,231.045497,0.868354,0.381745,76.589235,212.930256,1.080004
resilient_service_system,6,8,247.100244,0.637510,0.407469,64.188049,150.531162,1.630689
resilient_service_system,6,9,264.071669,0.472103,0.407910,50.853812,107.223540,2.440058
resilient_service_system,6,10,280.829994,0.353584,0.390989,38.824051,83.184468,3.335888
resilient_service_system,6,11,296.060788,0.268661,0.379408,30.178131,71.283317,4.095838
resilient_service_system,6,12,308.427296,0.207812,0.389327,24.953838,67.132640,4.526865
resilient_service_system,6,13,316.789182,0.164211,0.415114,21.594321,68.874516,4.533687
resilient_service_system,6,14,320.411470,0.132969,0.434253,18.501347,76.084509,4.156626
resilient_service_system,6,15,319.074483,0.110584,0.427955,15.100217,88.273247,3.574133
resilient_service_system,6,16,313.039953,0.094544,0.398524,11.794760,101.694575,3.048262
resilient_service_system,6,17,302.912065,0.083051,0.367505,9.245399,106.778912,2.810495
resilient_service_system,6,18,289.477073,0.074816,0.356272,7.715969,96.833766,2.958867
resilient_service_system,6,19,273.583046,0.068915,0.366827,6.916192,78.385262,3.446270
resilient_service_system,6,20,256.073647,0.064687,0.380409,6.301379,60.752891,4.146748
resilient_service_system,6,21,237.759767,0.061658,0.375130,5.499310,47.239427,4.928744
resilient_service_system,6,22,219.407344,0.059487,0.346409,4.521293,37.525364,5.695140
resilient_service_system,6,23,201.726592,0.057932,0.311416,3.639324,30.553864,6.393087
resilient_service_system,6,24,185.356392,0.056817,0.293447,3.090410,25.445027,7.009121
resilient_service_system,6,25,170.843483,0.056019,0.300603,2.876893,21.598363,7.559994
resilient_service_system,7,1,209.975618,0.169861,0.342924,12.230973,52.585296,3.918530
resilient_service_system,7,2,228.245697,0.215698,0.336779,16.580331,75.372636,2.988580
resilient_service_system,7,3,235.418471,0.279667,0.321155,21.144469,118.052465,1.977435
resilient_service_system,7,4,233.403385,0.368944,0.319758,27.535283,208.241745,1.115472
resilient_service_system,7,5,229.120951,0.493540,0.343836,38.881040,405.081704,0.564224
resilient_service_system,7,6,231.045497,0.667427,0.381745,58.867409,602.270398,0.382988
resilient_service_system,7,7,244.929688,0.910106,0.409507,91.284040,409.884933,0.596103
resilient_service_system,7,8,270.795950,0.731942,0.412606,81.781326,218.026707,1.236360
resilient_service_system,7,9,302.659259,0.539767,0.398980,65.179581,133.206276,2.255180
resilient_service_system,7,10,331.116598,0.402067,0.391241,52.086348,96.575401,3.393443
resilient_service_system,7,11,347.560980,0.303401,0.405292,42.738205,81.009418,4.238062
resilient_service_system,7,12,348.022227,0.232704,0.435077,35.235165,76.830980,4.471513
resilient_service_system,7,13,334.836111,0.182047,0.457583,27.892364,81.420651,4.062527
resilient_service_system,7,14,315.357922,0.145749,0.453620,20.849858,96.205628,3.244235
resilient_service_system,7,15,298.309594,0.119741,0.425330,15.192788,125.538654,2.357458
resilient_service_system,7,16,289.519441,0.101106,0.394351,11.543473,168.947617,1.703580
resilient_service_system,7,17,289.190264,0.087753,0.382303,9.701800,194.037652,1.482741
resilient_service_system,7,18,292.084496,0.078185,0.391475,8.939948,163.168545,1.779175
resilient_service_system,7,19,290.497648,0.071329,0.403350,8.357796,113.854111,2.529275
resilient_service_system,7,20,278.464527,0.066417,0.396223,7.328047,78.252477,3.513638
resilient_service_system,7,21,255.051619,0.062897,0.365638,5.865564,56.330402,4.448802
resilient_service_system,7,22,225.082732,0.060375,0.328840,4.468734,42.688274,5.152017
resilient_service_system,7,23,196.941885,0.058568,0.309167,3.566077,33.759492,5.665845
resilient_service_system,7,24,178.551181,0.057273,0.314743,3.218616,27.594460,6.244258
resilient_service_system,7,25,173.522588,0.056345,0.331099,3.237217,23.131544,7.190696
resilient_service_system,8,1,222.792979,0.153723,0.331657,11.358726,54.724796,3.998094
resilient_service_system,8,2,201.786604,0.193174,0.316088,12.321104,79.792742,2.497583
resilient_service_system,8,3,198.592720,0.248234,0.314936,15.525535,129.448611,1.522383
resilient_service_system,8,4,248.655982,0.325075,0.339527,27.444613,248.217900,0.997745
resilient_service_system,8,5,268.544923,0.432315,0.378322,43.921679,601.345357,0.445832
resilient_service_system,8,6,247.100244,0.581982,0.407469,58.597149,1188.915254,0.207662
resilient_service_system,8,7,270.795950,0.790858,0.412606,88.364117,607.031281,0.445365
resilient_service_system,8,8,325.082363,0.841656,0.401831,109.943869,259.823346,1.246370
resilient_service_system,8,9,326.657567,0.618380,0.397868,80.368768,147.466764,2.200207
resilient_service_system,8,10,312.525827,0.458396,0.416600,59.682347,105.063301,2.946597
resilient_service_system,8,11,352.551458,0.343762,0.451682,54.741136,88.684654,3.931012
resilient_service_system,8,12,385.922456,0.261624,0.479477,48.411136,85.648204,4.453900
resilient_service_system,8,13,356.730270,0.202769,0.479960,34.717338,93.634866,3.769544
resilient_service_system,8,14,339.082873,0.160598,0.454589,24.755036,117.852615,2.852969
resilient_service_system,8,15,366.181780,0.130381,0.424787,20.280619,177.150585,2.055462
resilient_service_system,8,16,355.398986,0.108729,0.412426,15.937042,313.805872,1.128946
resilient_service_system,8,17,300.551153,0.093215,0.420252,11.773745,450.899383,0.665084
resilient_service_system,8,18,289.806172,0.082099,0.430193,10.235475,306.757639,0.941670
resilient_service_system,8,19,307.167738,0.074134,0.420870,9.583839,163.042540,1.872488
resilient_service_system,8,20,271.792242,0.068426,0.388037,7.216615,96.545147,2.786323
resilient_service_system,8,21,224.987762,0.064337,0.349059,5.052643,64.543735,3.432636
resilient_service_system,8,22,236.639120,0.061407,0.327338,4.756630,47.070585,4.922743
resilient_service_system,8,23,245.646789,0.059307,0.331027,4.822607,36.438489,6.561344
resilient_service_system,8,24,200.110728,0.057803,0.345665,3.998289,29.405839,6.581326
resilient_service_system,8,25,176.226590,0.056725,0.347528,3.474034,24.447542,6.925093
resilient_service_system,9,1,212.374583,0.139832,0.309640,9.195313,53.507478,3.896247
resilient_service_system,9,2,195.151401,0.173789,0.308318,10.456630,76.545322,2.516611
resilient_service_system,9,3,251.248133,0.221178,0.332899,18.499416,119.560007,2.084009
resilient_service_system,9,4,217.646422,0.287316,0.371926,23.257751,210.200270,1.030522
resilient_service_system,9,5,280.603946,0.379619,0.401663,42.786186,407.650438,0.686660
resilient_service_system,9,6,264.071669,0.508438,0.407910,54.767715,605.664822,0.435284
resilient_service_system,9,7,302.659259,0.688219,0.398980,83.106015,414.388868,0.728617
resilient_service_system,9,8,326.657567,0.939124,0.397868,122.054792,223.996476,1.451834
resilient_service_system,9,9,327.099940,0.709716,0.420738,97.673613,141.056342,2.302607
resilient_service_system,9,10,387.120746,0.523841,0.461417,93.570623,106.742373,3.593022
resilient_service_system,9,11,358.962397,0.390656,0.496056,69.562343,93.944432,3.780763
resilient_service_system,9,12,420.607221,0.295225,0.503740,62.551186,93.247536,4.462793
resilient_service_system,9,13,385.116612,0.226845,0.484439,42.321443,103.532945,3.684165
resilient_service_system,9,14,405.686529,0.177849,0.458302,33.066906,132.563730,3.037400
resilient_service_system,9,15,386.151785,0.142742,0.446956,24.636170,211.617579,1.816180
resilient_service_system,9,16,352.495290,0.117586,0.453797,18.809210,459.912617,0.764777
resilient_service_system,9,17,363.007154,0.099561,0.461604,16.683067,877.629460,0.413152
resilient_service_system,9,18,295.850724,0.086646,0.449648,11.526426,450.919177,0.654654
resilient_service_system,9,19,322.890139,0.077392,0.414068,10.347203,193.824313,1.657340
resilient_service_system,9,20,258.012579,0.070761,0.372435,6.799634,106.303284,2.404517
resilient_service_system,9,21,271.414307,0.066010,0.348240,6.239070,68.980626,3.878421
resilient_service_system,9,22,240.451429,0.062605,0.349672,5.263812,49.649613,4.747350
resilient_service_system,9,23,218.881109,0.060166,0.362275,4.770877,38.185329,5.585792
resilient_service_system,9,24,231.327544,0.058418,0.362315,4.896234,30.702520,7.296819
resilient_service_system,9,25,178.819249,0.057166,0.338614,3.461422,25.463621,6.757173
resilient_service_system,10,1,191.817983,0.127876,0.300465,7.370109,49.585501,3.791956
resilient_service_system,10,2,240.903885,0.157103,0.324607,12.285302,67.796168,3.501705
resilient_service_system,10,3,207.819745,0.197892,0.363302,14.941095,97.479001,2.110295
resilient_service_system,10,4,267.567708,0.254817,0.392892,26.787731,146.158842,1.818224
resilient_service_system,10,5,260.971306,0.334263,0.399292,34.831473,213.964174,1.214022
resilient_service_system,10,6,280.829994,0.445138,0.390989,48.876863,256.493342,1.090630
resilient_service_system,10,7,331.116598,0.599878,0.391241,77.712021,221.964666,1.485063
resilient_service_system,10,8,312.525827,0.815834,0.416600,106.220067,162.642943,1.909803
resilient_service_system,10,9,387.120746,0.815834,0.461417,145.727472,123.385499,3.112266
resilient_service_system,10,10,380.080207,0.599878,0.502420,114.552603,104.440808,3.604678
resilient_service_system,10,11,417.620704,0.445138,0.518902,96.463352,98.556570,4.194808
resilient_service_system,10,12,452.770661,0.334263,0.509771,77.150946,101.227506,4.429049
resilient_service_system,10,13,422.466880,0.254817,0.492347,53.002067,111.721159,3.747893
resilient_service_system,10,14,462.761373,0.197892,0.485559,44.465874,135.643738,3.386627
resilient_service_system,10,15,400.854860,0.157103,0.492739,31.030460,192.695811,2.069507
resilient_service_system,10,16,398.224980,0.127876,0.498360,25.378279,326.347339,1.216521
resilient_service_system,10,17,373.437066,0.106935,0.483192,19.295524,460.584886,0.809032
resilient_service_system,10,18,317.344227,0.091929,0.444191,12.958508,314.131952,1.007020
resilient_service_system,10,19,336.714313,0.081178,0.399281,10.913813,168.694081,1.984243
resilient_service_system,10,20,266.617827,0.073474,0.372086,7.288929,100.957799,2.614982
resilient_service_system,10,21,279.223640,0.067953,0.370825,7.036122,68.069715,4.042635
resilient_service_system,10,22,251.149847,0.063998,0.381034,6.124410,49.950736,4.929268
resilient_service_system,10,23,217.118930,0.061164,0.378955,5.032469,38.832818,5.450755
resilient_service_system,10,24,241.716383,0.059133,0.353380,5.051017,31.420468,7.455672
resilient_service_system,10,25,181.155310,0.057678,0.315904,3.300782,26.154666,6.671241
resilient_service_system,11,1,182.942108,0.117586,0.315324,6.783073,44.370957,4.032141
resilient_service_system,11,2,221.010897,0.142742,0.353281,11.145095,57.555901,3.774357
resilient_service_system,11,3,261.480801,0.177849,0.382168,17.772354,76.129215,3.390165
resilient_service_system,11,4,254.401084,0.226845,0.387958,22.388924,100.621504,2.503418
resilient_service_system,11,5,248.948430,0.295225,0.379234,27.872054,126.593860,1.951100
resilient_service_system,11,6,296.060788,0.390656,0.379408,43.881520,141.337124,2.079997
resilient_service_system,11,7,347.560980,0.523841,0.405292,73.790278,136.077922,2.535499
resilient_service_system,11,8,352.551458,0.709716,0.451682,113.016044,120.392592,2.904225
resilient_service_system,11,9,358.962397,0.939124,0.496056,167.225639,107.784085,3.299769
resilient_service_system,11,10,417.620704,0.688219,0.518902,149.139999,103.323045,4.003149
resilient_service_system,11,11,478.772073,0.508438,0.520541,126.713271,106.490065,4.454105
resilient_service_system,11,12,484.605611,0.379619,0.518055,95.304256,114.581197,4.192772
resilient_service_system,11,13,470.780013,0.287316,0.524848,70.992383,124.739698,3.744084
resilient_service_system,11,14,481.730513,0.221178,0.537329,57.251582,137.746901,3.472009
resilient_service_system,11,15,478.746624,0.173789,0.541370,45.042312,160.383765,2.966510
resilient_service_system,11,16,420.495576,0.139832,0.522134,30.700896,195.891466,2.135672
resilient_service_system,11,17,359.013292,0.115501,0.478721,19.850921,214.156594,1.668614
resilient_service_system,11,18,349.677036,0.098068,0.429717,14.735881,178.154473,1.951819
resilient_service_system,11,19,347.484642,0.085576,0.398892,11.861586,125.206573,2.753301
resilient_service_system,11,20,298.934534,0.076625,0.394457,9.035383,87.078883,3.393941
resilient_service_system,11,21,249.050205,0.070212,0.401896,7.027638,63.384194,3.868189
resilient_service_system,11,22,251.528238,0.065616,0.397398,6.558785,48.461961,5.085286
resilient_service_system,11,23,261.353598,0.062323,0.369707,6.021940,38.570419,6.604772
resilient_service_system,11,24,223.882617,0.059964,0.330375,4.435246,31.649206,6.857215
resilient_service_system,11,25,183.094730,0.058273,0.303033,3.233226,26.569788,6.641137
resilient_service_system,12,1,196.098358,0.108729,0.342609,7.304971,39.084487,4.892126
resilient_service_system,12,2,200.563692,0.130381,0.370449,9.687106,48.396148,4.060310
resilient_service_system,12,3,214.180314,0.160598,0.375144,12.903778,60.085899,3.506215
resilient_service_system,12,4,237.930801,0.202769,0.365304,17.624075,73.530194,3.192408
resilient_service_system,12,5,270.421129,0.261624,0.364395,25.780440,86.361795,3.095416
resilient_service_system,12,6,308.427296,0.343762,0.389327,41.278710,94.894895,3.216306
resilient_service_system,12,7,348.022227,0.458396,0.435077,69.408754,97.479066,3.533972
resilient_service_system,12,8,385.922456,0.618380,0.479477,114.425673,97.121693,3.933100
resilient_service_system,12,9,420.607221,0.841656,0.503740,178.327264,99.071980,4.203047
resilient_service_system,12,10,452.770661,0.790858,0.509771,182.537213,107.441349,4.175258
resilient_service_system,12,11,484.605611,0.581982,0.518055,146.107855,123.746253,3.884731
resilient_service_system,12,12,516.259460,0.432315,0.546658,122.006865,144.335212,3.552198
resilient_service_system,12,13,531.394334,0.325075,0.583836,100.853599,158.166667,3.338603
resilient_service_system,12,14,503.605668,0.248234,0.591698,73.969197,157.796917,3.171382
resilient_service_system,12,15,463.249705,0.193174,0.566725,50.715097,151.326158,3.041170
resilient_service_system,12,16,429.381923,0.153723,0.517324,34.146394,146.713754,2.906851
resilient_service_system,12,17,402.489767,0.125455,0.463232,23.390522,138.533816,2.884532
resilient_service_system,12,18,378.734225,0.105199,0.428151,17.058646,119.708639,3.137590
resilient_service_system,12,19,354.008045,0.090686,0.420122,13.487401,95.446637,3.670507
resilient_service_system,12,20,325.717841,0.080287,0.424492,11.100817,73.966310,4.344856
resilient_service_system,12,21,293.616700,0.072835,0.417350,8.925301,57.824408,4.991409
resilient_service_system,12,22,259.787605,0.067496,0.387362,6.792255,46.229692,5.500515
resilient_service_system,12,23,227.872644,0.063670,0.346025,5.020388,37.838116,5.867242
resilient_service_system,12,24,201.815541,0.060929,0.316925,3.897048,31.601141,6.190444
resilient_service_system,12,25,184.518785,0.058965,0.313889,3.415155,26.822959,6.631889
resilient_service_system,13,1,220.550332,0.101106,0.358503,7.994229,34.364828,6.236432
resilient_service_system,13,2,242.938055,0.119741,0.361861,10.526427,41.070115,5.774599
resilient_service_system,13,3,263.920403,0.145749,0.350550,13.484336,48.901455,5.288832
resilient_service_system,13,4,282.892213,0.182047,0.348033,17.923577,57.388056,4.845036
resilient_service_system,13,5,300.123996,0.232704,0.371224,25.926238,65.577321,4.507901
resilient_service_system,13,6,316.789182,0.303401,0.415114,39.898325,72.499712,4.310074
resilient_service_system,13,7,334.836111,0.402067,0.457583,61.602870,78.259539,4.224553
resilient_service_system,13,8,356.730270,0.539767,0.479960,92.416774,84.878757,4.153883
resilient_service_system,13,9,385.116612,0.731942,0.484439,136.555111,96.260586,3.959637
resilient_service_system,13,10,422.466880,0.910106,0.492347,189.302511,118.147858,3.545736
resilient_service_system,13,11,470.780013,0.667427,0.524848,164.913203,158.011557,2.960665
resilient_service_system,13,12,531.394334,0.493540,0.583836,153.119401,216.311079,2.445316
resilient_service_system,13,13,604.950003,0.368944,0.650589,145.206706,253.658115,2.375538
resilient_service_system,13,14,548.169423,0.279667,0.613232,94.011554,223.795165,2.438529
resilient_service_system,13,15,501.225013,0.215698,0.556613,60.177138,172.236705,2.893296
resilient_service_system,13,16,460.946227,0.169861,0.497277,38.935291,136.590639,3.350128
resilient_service_system,13,17,424.507531,0.137018,0.458001,26.639783,113.821529,3.697107
resilient_service_system,13,18,389.741247,0.113485,0.446461,19.746920,95.636321,4.033072
resilient_service_system,13,19,355.356602,0.096623,0.447822,15.376267,79.162088,4.432976
resilient_service_system,13,20,321.020713,0.084541,0.438065,11.888792,64.860855,4.874226
resilient_service_system,13,21,287.283283,0.075883,0.405786,8.846141,53.266708,5.293914
resilient_service_system,13,22,255.356154,0.069680,0.362430,6.448813,44.192332,5.650431
resilient_service_system,13,23,226.786100,0.065235,0.331545,4.905032,37.120583,5.949177
resilient_service_system,13,24,203.079307,0.062050,0.326927,4.119664,31.542713,6.240393
resilient_service_system,13,25,185.345249,0.059768,0.339759,3.763776,27.067873,6.603466
resilient_service_system,14,1,234.277865,0.094544,0.348822,7.726287,30.388559,7.463798
resilient_service_system,14,2,229.975795,0.110584,0.335930,8.543251,35.423112,6.314007
resilient_service_system,14,3,216.061746,0.132969,0.331629,9.527564,41.108119,5.131119
resilient_service_system,14,4,244.098393,0.164211,0.352800,14.141508,47.236197,5.060482
resilient_service_system,14,5,297.388662,0.207812,0.394399,24.374195,53.542560,5.452415
resilient_service_system,14,6,320.411470,0.268661,0.434253,37.381480,60.003457,5.252349
resilient_service_system,14,7,315.357922,0.353584,0.453620,50.581159,67.354665,4.613554
resilient_service_system,14,8,339.082873,0.472103,0.454589,72.771487,77.730078,4.306904
resilient_service_system,14,9,405.686529,0.637510,0.458302,118.530351,95.711497,4.194812
resilient_service_system,14,10,462.761373,0.868354,0.485559,195.117286,131.382217,3.495646
resilient_service_system,14,11,481.730513,0.766701,0.537329,198.458917,209.772727,2.285545
resilient_service_system,14,12,503.605668,0.564672,0.591698,168.262317,383.714746,1.309037
resilient_service_system,14,13,548.169423,0.419913,0.613232,141.155782,558.762458,0.979289
resilient_service_system,14,14,552.023251,0.316188,0.578423,100.959716,388.095437,1.418735
resilient_service_system,14,15,494.971484,0.241866,0.522985,62.610017,217.850898,2.261684
resilient_service_system,14,16,417.964857,0.188612,0.483333,38.102612,141.604119,2.930945
resilient_service_system,14,17,380.194855,0.150454,0.470241,26.898580,105.707532,3.562962
resilient_service_system,14,18,376.908068,0.123112,0.469716,21.795719,85.062687,4.379460
resilient_service_system,14,19,351.193819,0.103521,0.458028,16.652027,70.634989,4.902546
resilient_service_system,14,20,292.386477,0.089483,0.423889,11.090510,59.404958,4.840438
resilient_service_system,14,21,253.888645,0.079425,0.378792,7.638364,50.342272,4.945022
resilient_service_system,14,22,260.227244,0.072218,0.346299,6.508005,42.940407,5.922277
resilient_service_system,14,23,263.972592,0.067054,0.340211,6.021835,36.834358,6.977060
resilient_service_system,14,24,226.949336,0.063353,0.351705,5.056809,31.746732,6.930442
resilient_service_system,14,25,185.539360,0.060702,0.357287,4.023980,27.476566,6.515510
