scenario,cell_id,x,y,population,hazard,vulnerability,risk_score,accessibility,nearest_service,nearest_distance,service_gap_score,priority_zone
resilient_service_system,resilient_service_system_cell_12_17,12,17,380,0.165505,0.502698,31.615681,138.533816,clinic_b,3.0,2.723354,standard_monitoring
resilient_service_system,resilient_service_system_cell_12_18,12,18,365,0.066656,0.447835,10.895585,119.708639,clinic_b,3.162278,3.02381,standard_monitoring
resilient_service_system,resilient_service_system_cell_12_19,12,19,385,0.064116,0.386989,9.552632,95.446637,clinic_b,3.605551,3.991845,standard_monitoring
resilient_service_system,resilient_service_system_cell_12_20,12,20,347,0.123617,0.441574,18.9414,73.96631,clinic_b,4.242641,4.628746,standard_monitoring
resilient_service_system,resilient_service_system_cell_12_21,12,21,281,0.035897,0.379864,3.831665,57.824408,clinic_b,5.0,4.776929,standard_monitoring
resilient_service_system,resilient_service_system_cell_12_22,12,22,238,0.082501,0.359453,7.057974,46.229692,clinic_b,5.830952,5.039203,standard_monitoring
resilient_service_system,resilient_service_system_cell_12_23,12,23,266,0.036681,0.419741,4.095467,37.838116,clinic_b,6.708204,6.848942,standard_monitoring
resilient_service_system,resilient_service_system_cell_12_24,12,24,231,0.059116,0.2964,4.047548,31.601141,clinic_b,7.615773,7.085642,standard_monitoring
resilient_service_system,resilient_service_system_cell_12_25,12,25,233,0.066733,0.344731,5.36011,26.822959,clinic_b,8.544004,8.374379,high_service_gap
resilient_service_system,resilient_service_system_cell_13_1,13,1,231,0.152724,0.360238,12.70891,34.364828,clinic_a,7.071068,6.531914,standard_monitoring
resilient_service_system,resilient_service_system_cell_13_2,13,2,223,0.095385,0.35617,7.576059,41.070115,clinic_a,6.403124,5.300675,standard_monitoring
resilient_service_system,resilient_service_system_cell_13_3,13,3,224,0.097046,0.377476,8.205714,48.901455,clinic_a,5.830952,4.488847,standard_monitoring
resilient_service_system,resilient_service_system_cell_13_4,13,4,220,0.181693,0.446739,17.857283,57.388056,clinic_a,5.385165,3.767894,standard_monitoring
resilient_service_system,resilient_service_system_cell_13_5,13,5,269,0.244267,0.364918,23.977938,65.577321,clinic_a,5.09902,4.040415,standard_monitoring
resilient_service_system,resilient_service_system_cell_13_6,13,6,348,0.318156,0.432828,47.921897,72.499712,clinic_a,5.0,4.734712,standard_monitoring
resilient_service_system,resilient_service_system_cell_13_7,13,7,315,0.419259,0.493835,65.218978,78.259539,clinic_a,5.09902,3.974285,standard_monitoring
resilient_service_system,resilient_service_system_cell_13_8,13,8,329,0.553617,0.529983,96.531119,84.878757,clinic_a,5.385165,3.830982,high_risk
resilient_service_system,resilient_service_system_cell_13_9,13,9,389,0.725551,0.499001,140.83775,96.260586,clinic_c,4.472136,3.999565,high_risk
resilient_service_system,resilient_service_system_cell_13_10,13,10,429,0.935201,0.441419,177.097985,118.147858,clinic_c,3.605551,3.600568,high_risk
resilient_service_system,resilient_service_system_cell_13_11,13,11,484,0.632396,0.483087,147.863286,158.011557,clinic_c,2.828427,3.043804,high_risk
resilient_service_system,resilient_service_system_cell_13_12,13,12,593,0.497796,0.672278,198.451698,216.311079,clinic_c,2.236068,2.728807,high_risk
resilient_service_system,resilient_service_system_cell_13_13,13,13,566,0.404635,0.586255,134.266037,253.658115,clinic_c,2.0,2.222588,high_risk
resilient_service_system,resilient_service_system_cell_13_14,13,14,543,0.314734,0.584143,99.830198,223.795165,clinic_c,2.236068,2.415532,high_risk
resilient_service_system,resilient_service_system_cell_13_15,13,15,510,0.198279,0.480029,48.541621,172.236705,clinic_c,2.828427,2.943949,standard_monitoring
resilient_service_system,resilient_service_system_cell_13_16,13,16,407,0.219854,0.450531,40.313794,136.590639,clinic_c,3.605551,2.95805,standard_monitoring
resilient_service_system,resilient_service_system_cell_13_17,13,17,451,0.161234,0.571068,41.525993,113.821529,clinic_b,4.0,3.927835,standard_monitoring
resilient_service_system,resilient_service_system_cell_13_18,13,18,354,0.16395,0.512196,29.727046,95.636321,clinic_b,4.123106,3.663219,standard_monitoring
resilient_service_system,resilient_service_system_cell_13_19,13,19,303,0.044126,0.439517,5.876453,79.162088,clinic_b,4.472136,3.779842,standard_monitoring
resilient_service_system,resilient_service_system_cell_13_20,13,20,337,0.079658,0.442177,11.870062,64.860855,clinic_b,5.0,5.116848,standard_monitoring
resilient_service_system,resilient_service_system_cell_13_21,13,21,264,0.110704,0.470753,13.758217,53.266708,clinic_b,5.656854,4.864861,standard_monitoring
resilient_service_system,resilient_service_system_cell_13_22,13,22,229,0.027382,0.326079,2.044636,44.192332,clinic_b,6.403124,5.067231,standard_monitoring
resilient_service_system,resilient_service_system_cell_13_23,13,23,291,0.071867,0.433069,9.056944,37.120583,clinic_b,7.211103,7.633671,standard_monitoring
resilient_service_system,resilient_service_system_cell_13_24,13,24,232,0.031958,0.265682,1.96984,31.542713,clinic_b,8.062258,7.129092,standard_monitoring
resilient_service_system,resilient_service_system_cell_13_25,13,25,235,0.038405,0.31525,2.845183,27.067873,clinic_b,8.944272,8.372562,high_service_gap
resilient_service_system,resilient_service_system_cell_14_1,14,1,161,0.05564,0.411592,3.687068,30.388559,clinic_a,7.81025,5.129257,standard_monitoring
resilient_service_system,resilient_service_system_cell_14_2,14,2,213,0.067081,0.41341,5.906888,35.423112,clinic_a,7.211103,5.847935,standard_monitoring
resilient_service_system,resilient_service_system_cell_14_3,14,3,266,0.093621,0.349242,8.697263,41.108119,clinic_a,6.708204,6.317072,standard_monitoring
resilient_service_system,resilient_service_system_cell_14_4,14,4,237,0.212376,0.35852,18.045423,47.236197,clinic_a,6.324555,4.913323,standard_monitoring
resilient_service_system,resilient_service_system_cell_14_5,14,5,242,0.233977,0.328167,18.581571,53.54256,clinic_a,6.082763,4.436902,standard_monitoring
resilient_service_system,resilient_service_system_cell_14_6,14,6,292,0.267511,0.393065,30.703531,60.003457,clinic_a,6.0,4.786614,standard_monitoring
resilient_service_system,resilient_service_system_cell_14_7,14,7,336,0.402348,0.34692,46.899711,67.354665,clinic_a,6.082763,4.915539,standard_monitoring
resilient_service_system,resilient_service_system_cell_14_8,14,8,343,0.520763,0.518809,92.670494,77.730078,clinic_c,5.09902,4.356658,high_risk
resilient_service_system,resilient_service_system_cell_14_9,14,9,417,0.59424,0.514573,127.510173,95.711497,clinic_c,4.123106,4.311793,high_risk
resilient_service_system,resilient_service_system_cell_14_10,14,10,372,0.85309,0.491675,156.032806,131.382217,clinic_c,3.162278,2.810045,high_risk
resilient_service_system,resilient_service_system_cell_14_11,14,11,464,0.7332,0.472892,160.880014,209.772727,clinic_c,2.236068,2.201423,high_risk
resilient_service_system,resilient_service_system_cell_14_12,14,12,544,0.582251,0.596615,188.974739,383.714746,clinic_c,1.414214,1.414035,high_risk
resilient_service_system,resilient_service_system_cell_14_13,14,13,531,0.430404,0.501254,114.559039,558.762458,clinic_c,1.0,0.948617,high_risk
resilient_service_system,resilient_service_system_cell_14_14,14,14,533,0.275788,0.582733,85.658668,388.095437,clinic_c,1.414214,1.369844,high_risk
resilient_service_system,resilient_service_system_cell_14_15,14,15,465,0.195276,0.588631,53.449615,217.850898,clinic_c,2.236068,2.124734,standard_monitoring
resilient_service_system,resilient_service_system_cell_14_16,14,16,443,0.228539,0.47915,48.510481,141.604119,clinic_c,3.162278,3.106502,standard_monitoring
resilient_service_system,resilient_service_system_cell_14_17,14,17,414,0.112389,0.553246,25.742091,105.707532,clinic_c,4.123106,3.879764,standard_monitoring
resilient_service_system,resilient_service_system_cell_14_18,14,18,411,0.084738,0.388226,13.520921,85.062687,clinic_b,5.09902,4.775589,standard_monitoring
resilient_service_system,resilient_service_system_cell_14_19,14,19,331,0.076592,0.37244,9.442027,70.634989,clinic_b,5.385165,4.620647,standard_monitoring
resilient_service_system,resilient_service_system_cell_14_20,14,20,299,0.037088,0.461801,5.121084,59.404958,clinic_b,5.830952,4.949925,standard_monitoring
resilient_service_system,resilient_service_system_cell_14_21,14,21,273,0.051121,0.358632,5.005122,50.342272,clinic_b,6.403124,5.317256,standard_monitoring
resilient_service_system,resilient_service_system_cell_14_22,14,22,261,0.098323,0.377773,9.694539,42.940407,clinic_b,7.071068,5.939863,standard_monitoring
resilient_service_system,resilient_service_system_cell_14_23,14,23,246,0.093585,0.353311,8.133922,36.834358,clinic_b,7.81025,6.502027,standard_monitoring
resilient_service_system,resilient_service_system_cell_14_24,14,24,228,0.021131,0.344394,1.659254,31.746732,clinic_d,8.544004,6.962527,standard_monitoring
resilient_service_system,resilient_service_system_cell_14_25,14,25,180,0.108807,0.24907,4.878098,27.476566,clinic_d,8.944272,6.320987,standard_monitoring
resilient_service_system,resilient_service_system_cell_15_1,15,1,218,0.091214,0.322259,6.407974,27.100817,clinic_a,8.602325,7.757781,high_service_gap
resilient_service_system,resilient_service_system_cell_15_2,15,2,172,0.152817,0.262885,6.909807,31.058562,clinic_a,8.062258,5.365181,standard_monitoring
resilient_service_system,resilient_service_system_cell_15_3,15,3,211,0.142068,0.35367,10.601746,35.492116,clinic_a,7.615773,5.782071,standard_monitoring
resilient_service_system,resilient_service_system_cell_15_4,15,4,257,0.193107,0.293629,14.572366,40.368939,clinic_a,7.28011,6.21239,standard_monitoring
resilient_service_system,resilient_service_system_cell_15_5,15,5,304,0.139481,0.34651,14.69275,45.733868,clinic_a,7.071068,6.504918,standard_monitoring
resilient_service_system,resilient_service_system_cell_15_6,15,6,313,0.253133,0.41407,32.807005,51.911738,clinic_a,7.0,5.915512,standard_monitoring
resilient_service_system,resilient_service_system_cell_15_7,15,7,286,0.315154,0.417238,37.607389,59.859444,clinic_c,6.0,4.699353,standard_monitoring
resilient_service_system,resilient_service_system_cell_15_8,15,8,424,0.425251,0.375488,67.702777,71.79572,clinic_c,5.0,5.824518,high_risk
resilient_service_system,resilient_service_system_cell_15_9,15,9,369,0.572531,0.51982,109.81913,92.723831,clinic_c,4.0,3.937099,high_risk
resilient_service_system,resilient_service_system_cell_15_10,15,10,372,0.778771,0.445016,128.922563,135.354024,clinic_c,3.0,2.728192,high_risk
resilient_service_system,resilient_service_system_cell_15_11,15,11,437,0.864645,0.51241,193.614045,239.508676,clinic_c,2.0,1.816982,high_risk
resilient_service_system,resilient_service_system_cell_15_12,15,12,489,0.638243,0.468018,146.069035,552.195515,clinic_c,1.0,0.883955,high_risk
resilient_service_system,resilient_service_system_cell_15_13,15,13,463,0.465554,0.486774,104.924884,1073.463332,clinic_c,0.0,0.430913,high_risk
resilient_service_system,resilient_service_system_cell_15_14,15,14,500,0.404301,0.462987,93.593106,555.19838,clinic_c,1.0,0.89896,high_risk
resilient_service_system,resilient_service_system_cell_15_15,15,15,459,0.228698,0.563764,59.1796,245.099193,clinic_c,2.0,1.865102,standard_monitoring
resilient_service_system,resilient_service_system_cell_15_16,15,16,409,0.244068,0.506459,50.556587,142.703509,clinic_c,3.0,2.846138,standard_monitoring
resilient_service_system,resilient_service_system_cell_15_17,15,17,356,0.147665,0.403408,21.206633,100.704899,clinic_c,4.0,3.500323,standard_monitoring
resilient_service_system,resilient_service_system_cell_15_18,15,18,335,0.118485,0.477397,18.949097,79.284719,clinic_c,5.0,4.17265,standard_monitoring
resilient_service_system,resilient_service_system_cell_15_19,15,19,323,0.13541,0.509881,22.300816,66.097367,clinic_c,6.0,4.8139,standard_monitoring
resilient_service_system,resilient_service_system_cell_15_20,15,20,246,0.10607,0.378662,9.880506,56.670761,clinic_b,6.708204,4.265593,standard_monitoring
resilient_service_system,resilient_service_system_cell_15_21,15,21,259,0.100467,0.337371,8.778726,49.197942,clinic_d,7.0,5.159574,standard_monitoring
resilient_service_system,resilient_service_system_cell_15_22,15,22,246,0.032854,0.432568,3.496003,42.880587,clinic_d,7.071068,5.606124,standard_monitoring
resilient_service_system,resilient_service_system_cell_15_23,15,23,208,0.077169,0.410721,6.592541,37.360737,clinic_d,7.28011,5.422211,standard_monitoring
resilient_service_system,resilient_service_system_cell_15_24,15,24,253,0.102144,0.427354,11.043848,32.495463,clinic_d,7.615773,7.553262,standard_monitoring
resilient_service_system,resilient_service_system_cell_15_25,15,25,222,0.077198,0.244537,4.190867,28.233951,clinic_d,8.062258,7.59391,standard_monitoring
resilient_service_system,resilient_service_system_cell_16_1,16,1,174,0.130377,0.386768,8.774059,24.37214,clinic_a,9.433981,6.857916,standard_monitoring
resilient_service_system,resilient_service_system_cell_16_2,16,2,216,0.11781,0.304712,7.753983,27.605622,clinic_a,8.944272,7.550963,standard_monitoring
resilient_service_system,resilient_service_system_cell_16_3,16,3,248,0.095203,0.263057,6.210863,31.242403,clinic_a,8.544004,7.691734,high_service_gap
resilient_service_system,resilient_service_system_cell_16_4,16,4,271,0.124931,0.301683,10.213873,35.338955,clinic_a,8.246211,7.457562,standard_monitoring
resilient_service_system,resilient_service_system_cell_16_5,16,5,244,0.182329,0.297253,13.224262,40.058949,clinic_a,8.062258,5.942675,standard_monitoring
resilient_service_system,resilient_service_system_cell_16_6,16,6,288,0.204367,0.370124,21.78463,45.814593,clinic_c,7.071068,6.151928,standard_monitoring
resilient_service_system,resilient_service_system_cell_16_7,16,7,294,0.261903,0.457086,35.195403,53.518727,clinic_c,6.082763,5.392642,standard_monitoring
resilient_service_system,resilient_service_system_cell_16_8,16,8,343,0.318914,0.356346,38.979779,65.080762,clinic_c,5.09902,5.190618,standard_monitoring
resilient_service_system,resilient_service_system_cell_16_9,16,9,333,0.449275,0.478581,71.599829,84.59203,clinic_c,4.123106,3.890549,high_risk
resilient_service_system,resilient_service_system_cell_16_10,16,10,384,0.674777,0.47519,123.12857,121.639177,clinic_c,3.162278,3.131136,high_risk
resilient_service_system,resilient_service_system_cell_16_11,16,11,401,0.889697,0.455482,162.501729,200.90344,clinic_c,2.236068,1.986098,high_risk
resilient_service_system,resilient_service_system_cell_16_12,16,12,439,0.735766,0.470994,152.131689,375.025966,clinic_c,1.414214,1.167473,high_risk
resilient_service_system,resilient_service_system_cell_16_13,16,13,433,0.567207,0.512789,125.941318,549.501832,clinic_c,1.0,0.786555,high_risk
resilient_service_system,resilient_service_system_cell_16_14,16,14,434,0.396605,0.527888,90.863589,377.616608,clinic_c,1.414214,1.146278,high_risk
resilient_service_system,resilient_service_system_cell_16_15,16,15,412,0.254423,0.460568,48.277673,205.89929,clinic_c,2.236068,1.991307,standard_monitoring
resilient_service_system,resilient_service_system_cell_16_16,16,16,396,0.209303,0.446833,37.035269,128.688862,clinic_c,3.162278,3.053462,standard_monitoring
resilient_service_system,resilient_service_system_cell_16_17,16,17,378,0.131033,0.501833,24.856103,93.232251,clinic_c,4.123106,4.011365,standard_monitoring
resilient_service_system,resilient_service_system_cell_16_18,16,18,348,0.169288,0.436924,25.740134,74.815667,clinic_c,5.09902,4.59008,standard_monitoring
resilient_service_system,resilient_service_system_cell_16_19,16,19,334,0.156848,0.472315,24.74335,63.870228,clinic_c,6.082763,5.148741,standard_monitoring
resilient_service_system,resilient_service_system_cell_16_20,16,20,333,0.052466,0.312136,5.453391,56.302213,clinic_d,6.082763,5.811294,standard_monitoring
resilient_service_system,resilient_service_system_cell_16_21,16,21,289,0.133806,0.446914,17.282087,50.162656,clinic_d,6.0,5.648651,standard_monitoring
resilient_service_system,resilient_service_system_cell_16_22,16,22,220,0.101217,0.351331,7.823363,44.54691,clinic_d,6.082763,4.830185,standard_monitoring
resilient_service_system,resilient_service_system_cell_16_23,16,23,218,0.030059,0.265712,1.741184,39.180403,clinic_d,6.324555,5.42553,standard_monitoring
resilient_service_system,resilient_service_system_cell_16_24,16,24,198,0.079383,0.398859,6.269211,34.128785,clinic_d,6.708204,5.636403,standard_monitoring
resilient_service_system,resilient_service_system_cell_16_25,16,25,245,0.108382,0.253328,6.726757,29.546198,clinic_d,7.211103,8.020638,high_service_gap
resilient_service_system,resilient_service_system_cell_17_1,17,1,213,0.08945,0.328642,6.261577,22.072666,clinic_a,10.29563,9.231703,high_service_gap
resilient_service_system,resilient_service_system_cell_17_2,17,2,198,0.078822,0.301167,4.700268,24.786123,clinic_a,9.848858,7.678549,high_service_gap
resilient_service_system,resilient_service_system_cell_17_3,17,3,215,0.068511,0.349273,5.144788,27.856596,clinic_a,9.486833,7.450636,standard_monitoring
resilient_service_system,resilient_service_system_cell_17_4,17,4,261,0.082588,0.362372,7.811142,31.372278,clinic_a,9.219544,8.062454,high_service_gap
resilient_service_system,resilient_service_system_cell_17_5,17,5,279,0.176632,0.432327,21.305174,35.516876,clinic_c,8.246211,7.640303,high_service_gap
resilient_service_system,resilient_service_system_cell_17_6,17,6,265,0.224898,0.342881,20.435024,40.660204,clinic_c,7.28011,6.360987,standard_monitoring
resilient_service_system,resilient_service_system_cell_17_7,17,7,309,0.256082,0.453593,35.892522,47.511379,clinic_c,6.324555,6.36964,standard_monitoring
resilient_service_system,resilient_service_system_cell_17_8,17,8,333,0.337389,0.365712,41.087981,57.392322,clinic_c,5.385165,5.702805,standard_monitoring
resilient_service_system,resilient_service_system_cell_17_9,17,9,347,0.453542,0.487793,76.768471,72.754869,clinic_c,4.472136,4.704774,high_risk
resilient_service_system,resilient_service_system_cell_17_10,17,10,336,0.567737,0.533718,101.811758,98.058539,clinic_c,3.605551,3.391934,high_risk
resilient_service_system,resilient_service_system_cell_17_11,17,11,351,0.792127,0.536971,149.297564,140.015202,clinic_c,2.828427,2.489093,high_risk
resilient_service_system,resilient_service_system_cell_17_12,17,12,383,0.868633,0.418323,139.170265,198.712243,clinic_c,2.236068,1.917759,high_risk
resilient_service_system,resilient_service_system_cell_17_13,17,13,427,0.60657,0.444119,115.029286,234.585619,clinic_c,2.0,1.812505,high_risk
resilient_service_system,resilient_service_system_cell_17_14,17,14,409,0.417259,0.482471,82.337982,201.432618,clinic_c,2.236068,2.020425,high_risk
resilient_service_system,resilient_service_system_cell_17_15,17,15,374,0.300776,0.531112,59.744991,145.463717,clinic_c,2.828427,2.553533,standard_monitoring
resilient_service_system,resilient_service_system_cell_17_16,17,16,390,0.2194,0.522935,44.745511,106.262414,clinic_c,3.605551,3.635943,standard_monitoring
resilient_service_system,resilient_service_system_cell_17_17,17,17,364,0.206033,0.434303,32.570932,83.763547,clinic_c,4.472136,4.294299,standard_monitoring
resilient_service_system,resilient_service_system_cell_17_18,17,18,293,0.168255,0.476353,23.483635,71.218117,clinic_c,5.385165,4.057154,standard_monitoring
resilient_service_system,resilient_service_system_cell_17_19,17,19,320,0.165124,0.434085,22.936941,63.940252,clinic_d,5.385165,4.927606,standard_monitoring
resilient_service_system,resilient_service_system_cell_17_20,17,20,261,0.090374,0.385966,9.103989,58.960885,clinic_d,5.09902,4.352838,standard_monitoring
resilient_service_system,resilient_service_system_cell_17_21,17,21,265,0.051052,0.446759,6.044151,54.315637,clinic_d,5.0,4.790689,standard_monitoring
resilient_service_system,resilient_service_system_cell_17_22,17,22,250,0.065662,0.399158,6.552411,49.017525,clinic_d,5.09902,4.998248,standard_monitoring
resilient_service_system,resilient_service_system_cell_17_23,17,23,212,0.047228,0.336183,3.366005,43.091404,clinic_d,5.385165,4.808193,standard_monitoring
resilient_service_system,resilient_service_system_cell_17_24,17,24,213,0.062126,0.339412,4.49142,37.119451,clinic_d,5.830952,5.587699,standard_monitoring
resilient_service_system,resilient_service_system_cell_17_25,17,25,215,0.041063,0.307907,2.718383,31.647527,clinic_d,6.403124,6.585491,standard_monitoring
resilient_service_system,resilient_service_system_cell_18_1,18,1,218,0.058795,0.33815,4.334156,20.097714,clinic_a,11.18034,10.332873,high_service_gap
resilient_service_system,resilient_service_system_cell_18_2,18,2,218,0.038172,0.257787,2.145204,22.410951,clinic_a,10.77033,9.311881,high_service_gap
resilient_service_system,resilient_service_system_cell_18_3,18,3,186,0.116604,0.303082,6.573376,25.036636,clinic_a,10.440307,7.14378,standard_monitoring
resilient_service_system,resilient_service_system_cell_18_4,18,4,229,0.15837,0.421205,15.275735,28.062145,clinic_c,9.486833,7.879666,high_service_gap
resilient_service_system,resilient_service_system_cell_18_5,18,5,214,0.120417,0.38187,9.840481,31.644533,clinic_c,8.544004,6.555462,standard_monitoring
resilient_service_system,resilient_service_system_cell_18_6,18,6,281,0.22232,0.416449,26.01632,36.059789,clinic_c,7.615773,7.582342,standard_monitoring
resilient_service_system,resilient_service_system_cell_18_7,18,7,302,0.206747,0.412156,25.733956,41.773784,clinic_c,6.708204,7.060399,standard_monitoring
resilient_service_system,resilient_service_system_cell_18_8,18,8,322,0.270141,0.462103,40.196259,49.535816,clinic_c,5.830952,6.371719,standard_monitoring
resilient_service_system,resilient_service_system_cell_18_9,18,9,312,0.408061,0.454447,57.857894,60.461302,clinic_c,5.0,5.076365,standard_monitoring
resilient_service_system,resilient_service_system_cell_18_10,18,10,357,0.520952,0.441627,82.13371,75.897369,clinic_c,4.242641,4.642552,high_risk
resilient_service_system,resilient_service_system_cell_18_11,18,11,316,0.693507,0.433849,95.077164,96.288001,clinic_c,3.605551,3.248088,high_risk
resilient_service_system,resilient_service_system_cell_18_12,18,12,346,0.889963,0.403382,124.212351,117.61545,clinic_c,3.162278,2.916989,high_risk
resilient_service_system,resilient_service_system_cell_18_13,18,13,383,0.769085,0.454899,133.994743,128.44714,clinic_c,3.0,2.958737,high_risk
resilient_service_system,resilient_service_system_cell_18_14,18,14,363,0.486071,0.516825,91.19056,120.770563,clinic_c,3.162278,2.981016,high_risk
resilient_service_system,resilient_service_system_cell_18_15,18,15,365,0.353237,0.496393,64.000691,102.804018,clinic_c,3.605551,3.516242,standard_monitoring
resilient_service_system,resilient_service_system_cell_18_16,18,16,364,0.249355,0.407494,36.986341,86.214651,clinic_c,4.242641,4.173611,standard_monitoring
resilient_service_system,resilient_service_system_cell_18_17,18,17,276,0.258511,0.357415,25.501188,75.272118,clinic_c,5.0,3.618622,standard_monitoring
resilient_service_system,resilient_service_system_cell_18_18,18,18,291,0.215716,0.458402,28.77534,69.670519,clinic_d,5.0,4.1177,standard_monitoring
resilient_service_system,resilient_service_system_cell_18_19,18,19,294,0.17761,0.334845,17.484693,67.719991,clinic_d,4.472136,4.278231,standard_monitoring
resilient_service_system,resilient_service_system_cell_18_20,18,20,243,0.137702,0.333478,11.158683,66.963338,clinic_d,4.123106,3.575457,standard_monitoring
resilient_service_system,resilient_service_system_cell_18_21,18,21,260,0.094301,0.328264,8.048436,64.500754,clinic_d,4.0,3.96942,standard_monitoring
resilient_service_system,resilient_service_system_cell_18_22,18,22,235,0.090868,0.319719,6.827281,58.71419,clinic_d,4.123106,3.935413,standard_monitoring
resilient_service_system,resilient_service_system_cell_18_23,18,23,194,0.111117,0.336359,7.250755,50.567943,clinic_d,4.472136,3.762027,standard_monitoring
resilient_service_system,resilient_service_system_cell_18_24,18,24,221,0.119333,0.417975,11.023084,42.142254,clinic_d,5.0,5.122588,standard_monitoring
resilient_service_system,resilient_service_system_cell_18_25,18,25,177,0.062073,0.281249,3.090069,34.770355,clinic_d,5.656854,4.948232,standard_monitoring
resilient_service_system,resilient_service_system_cell_19_1,19,1,171,0.123509,0.373251,7.883066,18.371124,clinic_a,12.083046,8.827573,high_service_gap
resilient_service_system,resilient_service_system_cell_19_2,19,2,224,0.113264,0.260564,6.610823,20.358539,clinic_a,11.7047,10.487609,high_service_gap
resilient_service_system,resilient_service_system_cell_19_3,19,3,215,0.131707,0.345661,9.788094,22.611412,clinic_c,10.77033,9.105766,high_service_gap
resilient_service_system,resilient_service_system_cell_19_4,19,4,262,0.06314,0.409019,6.766221,25.201502,clinic_c,9.848858,9.999427,high_service_gap
resilient_service_system,resilient_service_system_cell_19_5,19,5,252,0.155072,0.317426,12.404407,28.24429,clinic_c,8.944272,8.617067,high_service_gap
resilient_service_system,resilient_service_system_cell_19_6,19,6,237,0.199172,0.306923,14.487933,31.920003,clinic_c,8.062258,7.19927,standard_monitoring
resilient_service_system,resilient_service_system_cell_19_7,19,7,213,0.165494,0.373964,13.182262,36.494157,clinic_c,7.211103,5.680885,standard_monitoring
resilient_service_system,resilient_service_system_cell_19_8,19,8,307,0.235253,0.309849,22.378117,42.321761,clinic_c,6.403124,7.086508,standard_monitoring
resilient_service_system,resilient_service_system_cell_19_9,19,9,326,0.301095,0.495768,48.663063,49.788441,clinic_c,5.656854,6.418783,standard_monitoring
resilient_service_system,resilient_service_system_cell_19_10,19,10,321,0.425164,0.332273,45.347798,59.073426,clinic_c,5.0,5.343461,standard_monitoring
resilient_service_system,resilient_service_system_cell_19_11,19,11,366,0.607051,0.478018,106.206229,69.559967,clinic_c,4.472136,5.187077,high_risk
resilient_service_system,resilient_service_system_cell_19_12,19,12,310,0.764102,0.392669,93.012147,79.032047,clinic_c,4.123106,3.873448,high_risk
resilient_service_system,resilient_service_system_cell_19_13,19,13,351,0.789627,0.46993,130.245454,84.024582,clinic_c,4.0,4.128218,high_risk
resilient_service_system,resilient_service_system_cell_19_14,19,14,296,0.603501,0.341976,61.089263,82.766868,clinic_c,4.123106,3.533617,standard_monitoring
resilient_service_system,resilient_service_system_cell_19_15,19,15,339,0.487888,0.434354,71.839533,77.46541,clinic_c,4.472136,4.320375,high_risk
resilient_service_system,resilient_service_system_cell_19_16,19,16,321,0.363514,0.422198,49.265479,72.126013,clinic_c,5.0,4.389683,standard_monitoring
resilient_service_system,resilient_service_system_cell_19_17,19,17,314,0.236716,0.325349,24.18284,69.696303,clinic_d,5.0,4.441534,standard_monitoring
resilient_service_system,resilient_service_system_cell_19_18,19,18,297,0.191651,0.44795,25.497498,71.655241,clinic_d,4.242641,4.087799,standard_monitoring
resilient_service_system,resilient_service_system_cell_19_19,19,19,257,0.202592,0.400174,20.835452,78.119451,clinic_d,3.605551,3.248253,standard_monitoring
resilient_service_system,resilient_service_system_cell_19_20,19,20,257,0.076893,0.373168,7.374376,86.209548,clinic_d,3.162278,2.946925,standard_monitoring
resilient_service_system,resilient_service_system_cell_19_21,19,21,241,0.100182,0.378989,9.15028,88.433486,clinic_d,3.0,2.69474,standard_monitoring
resilient_service_system,resilient_service_system_cell_19_22,19,22,241,0.064548,0.33174,5.160563,79.504741,clinic_d,3.162278,2.993613,standard_monitoring
resilient_service_system,resilient_service_system_cell_19_23,19,23,209,0.132897,0.258026,7.166795,64.332059,clinic_d,3.605551,3.199042,standard_monitoring
resilient_service_system,resilient_service_system_cell_19_24,19,24,194,0.076615,0.326971,4.859892,50.00341,clinic_d,4.242641,3.803667,standard_monitoring
resilient_service_system,resilient_service_system_cell_19_25,19,25,225,0.056357,0.310835,3.941491,39.0032,clinic_d,5.0,5.62455,standard_monitoring
resilient_service_system,resilient_service_system_cell_20_1,20,1,186,0.085137,0.398099,6.304054,16.840388,clinic_a,13.0,10.425782,high_service_gap
resilient_service_system,resilient_service_system_cell_20_2,20,2,198,0.108166,0.292188,6.257723,18.553025,clinic_c,12.083046,10.12631,high_service_gap
resilient_service_system,resilient_service_system_cell_20_3,20,3,212,0.111264,0.352421,8.312909,20.484287,clinic_c,11.18034,9.867677,high_service_gap
resilient_service_system,resilient_service_system_cell_20_4,20,4,224,0.08072,0.257075,4.648262,22.68664,clinic_c,10.29563,9.456808,high_service_gap
resilient_service_system,resilient_service_system_cell_20_5,20,5,189,0.121505,0.405739,9.317546,25.236367,clinic_c,9.433981,7.203741,standard_monitoring
resilient_service_system,resilient_service_system_cell_20_6,20,6,261,0.137454,0.39499,14.170481,28.239085,clinic_c,8.602325,8.926408,high_service_gap
resilient_service_system,resilient_service_system_cell_20_7,20,7,293,0.190029,0.42647,23.745252,31.828029,clinic_c,7.81025,8.9253,high_service_gap
resilient_service_system,resilient_service_system_cell_20_8,20,8,306,0.219417,0.343542,23.065992,36.1427,clinic_c,7.071068,8.238496,high_service_gap
resilient_service_system,resilient_service_system_cell_20_9,20,9,295,0.241969,0.336257,24.002281,41.264734,clinic_c,6.403124,6.979814,standard_monitoring
